go_id	go_term_name
GO:0004596	peptide alpha-N-acetyltransferase activity
GO:1990610	acetolactate synthase regulator activity
GO:0004831	tyrosine-tRNA ligase activity
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity
GO:0006177	GMP biosynthetic process
GO:0003921	GMP synthase activity
GO:0005635	nuclear envelope
GO:0006002	fructose 6-phosphate metabolic process
GO:0003872	6-phosphofructokinase activity
GO:0061615	glycolytic process through fructose-6-phosphate
GO:0005200	structural constituent of cytoskeleton
GO:0008299	isoprenoid biosynthetic process
GO:0019988	charged-tRNA amino acid modification
GO:0043399	tRNA adenosine(64)-2'-O-ribosylphosphate transferase activity
GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity
GO:0045252	oxoglutarate dehydrogenase complex
GO:0005763	mitochondrial small ribosomal subunit
GO:0004329	formate-tetrahydrofolate ligase activity
GO:0009069	serine family amino acid metabolic process
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity
GO:0006555	methionine metabolic process
GO:0009257	10-formyltetrahydrofolate biosynthetic process
GO:0010158	abaxial cell fate specification
GO:0051260	protein homooligomerization
GO:0002953	5'-deoxynucleotidase activity
GO:0031417	NatC complex
GO:0030048	actin filament-based movement
GO:0051302	regulation of cell division
GO:0090708	specification of plant organ axis polarity
GO:2000067	regulation of root morphogenesis
GO:0004089	carbonate dehydratase activity
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0008446	GDP-mannose 4,6-dehydratase activity
GO:0019673	GDP-mannose metabolic process
GO:0080008	Cul4-RING E3 ubiquitin ligase complex
GO:0070461	SAGA-type complex
GO:0071819	DUBm complex
GO:0004605	phosphatidate cytidylyltransferase activity
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity
GO:0019005	SCF ubiquitin ligase complex
GO:0090364	regulation of proteasome assembly
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0003923	GPI-anchor transamidase activity
GO:0030127	COPII vesicle coat
GO:0090114	COPII-coated vesicle budding
GO:0004325	ferrochelatase activity
GO:0006986	response to unfolded protein
GO:0010598	NAD(P)H dehydrogenase complex (plastoquinone)
GO:0032780	negative regulation of ATP-dependent activity
GO:0042030	ATPase inhibitor activity
GO:1903425	fluoride transmembrane transporter activity
GO:1903424	fluoride transmembrane transport
GO:0007005	mitochondrion organization
GO:0015833	peptide transport
GO:0042578	phosphoric ester hydrolase activity
GO:0030388	fructose 1,6-bisphosphate metabolic process
GO:2000694	regulation of phragmoplast microtubule organization
GO:0016925	protein sumoylation
GO:0061665	SUMO ligase activity
GO:0016279	protein-lysine N-methyltransferase activity
GO:0005471	ATP:ADP antiporter activity
GO:1990544	mitochondrial ATP transmembrane transport
GO:0015865	purine nucleotide transport
GO:0019948	SUMO activating enzyme activity
GO:0031510	SUMO activating enzyme complex
GO:0047750	cholestenol delta-isomerase activity
GO:0030732	methionine S-methyltransferase activity
GO:1903259	exon-exon junction complex disassembly
GO:0030665	clathrin-coated vesicle membrane
GO:0035442	dipeptide transmembrane transport
GO:0042939	tripeptide transport
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
GO:0017053	transcription repressor complex
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity
GO:1901002	positive regulation of response to salt stress
GO:0043226	organelle
GO:0042545	cell wall modification
GO:0030599	pectinesterase activity
GO:0005846	nuclear cap binding complex
GO:0006370	7-methylguanosine mRNA capping
GO:0009225	nucleotide-sugar metabolic process
GO:0008460	dTDP-glucose 4,6-dehydratase activity
GO:0019203	carbohydrate phosphatase activity
GO:0019003	GDP binding
GO:0004356	glutamine synthetase activity
GO:0006542	glutamine biosynthetic process
GO:0008409	5'-3' exonuclease activity
GO:0043137	DNA replication, removal of RNA primer
GO:0007127	meiosis I
GO:0004070	aspartate carbamoyltransferase activity
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0019521	D-gluconate metabolic process
GO:0034755	iron ion transmembrane transport
GO:0005381	iron ion transmembrane transporter activity
GO:0005787	signal peptidase complex
GO:0016607	nuclear speck
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing
GO:0009116	nucleoside metabolic process
GO:0019509	L-methionine salvage from methylthioadenosine
GO:0009231	riboflavin biosynthetic process
GO:0004746	riboflavin synthase activity
GO:0016841	ammonia-lyase activity
GO:0048638	regulation of developmental growth
GO:0019867	outer membrane
GO:0008242	omega peptidase activity
GO:0034722	gamma-glutamyl-peptidase activity
GO:0080037	negative regulation of cytokinin-activated signaling pathway
GO:2000762	regulation of phenylpropanoid metabolic process
GO:0000015	phosphopyruvate hydratase complex
GO:0004634	phosphopyruvate hydratase activity
GO:0007131	reciprocal meiotic recombination
GO:0005483	soluble NSF attachment protein activity
GO:0009617	response to bacterium
GO:0001731	formation of translation preinitiation complex
GO:0005850	eukaryotic translation initiation factor 2 complex
GO:0006595	polyamine metabolic process
GO:0006596	polyamine biosynthetic process
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
GO:0009152	purine ribonucleotide biosynthetic process
GO:0006188	IMP biosynthetic process
GO:0044238	primary metabolic process
GO:0010119	regulation of stomatal movement
GO:0006401	RNA catabolic process
GO:0006354	DNA-templated transcription elongation
GO:0031564	transcription antitermination
GO:0009439	cyanate metabolic process
GO:0010182	sugar mediated signaling pathway
GO:0070161	anchoring junction
GO:0045047	protein targeting to ER
GO:0006612	protein targeting to membrane
GO:0005384	manganese ion transmembrane transporter activity
GO:0030026	intracellular manganese ion homeostasis
GO:0071421	manganese ion transmembrane transport
GO:0006826	iron ion transport
GO:0004345	glucose-6-phosphate dehydrogenase activity
GO:0006097	glyoxylate cycle
GO:0004474	malate synthase activity
GO:0004827	proline-tRNA ligase activity
GO:0006433	prolyl-tRNA aminoacylation
GO:0001763	morphogenesis of a branching structure
GO:0006972	hyperosmotic response
GO:0004534	5'-3' RNA exonuclease activity
GO:0004049	anthranilate synthase activity
GO:0005950	anthranilate synthase complex
GO:0004617	phosphoglycerate dehydrogenase activity
GO:0006564	L-serine biosynthetic process
GO:0035173	histone kinase activity
GO:2000640	positive regulation of SREBP signaling pathway
GO:0000963	mitochondrial RNA processing
GO:0004143	ATP-dependent diacylglycerol kinase activity
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway
GO:0140097	catalytic activity, acting on DNA
GO:0005802	trans-Golgi network
GO:0032367	intracellular cholesterol transport
GO:0048256	flap endonuclease activity
GO:0071554	cell wall organization or biogenesis
GO:0004620	phospholipase activity
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0005245	voltage-gated calcium channel activity
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
GO:0006265	DNA topological change
GO:0016004	phospholipase activator activity
GO:0008138	protein tyrosine/serine/threonine phosphatase activity
GO:0080120	CAAX-box protein maturation
GO:0006488	dolichol-linked oligosaccharide biosynthetic process
GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity
GO:0004708	MAP kinase kinase activity
GO:0004751	ribose-5-phosphate isomerase activity
GO:0004795	threonine synthase activity
GO:0008134	transcription factor binding
GO:0004363	glutathione synthase activity
GO:0006750	glutathione biosynthetic process
GO:0043295	glutathione binding
GO:0070973	protein localization to endoplasmic reticulum exit site
GO:0009830	cell wall modification involved in abscission
GO:0000785	chromatin
GO:0035299	inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity
GO:0031348	negative regulation of defense response
GO:0004566	beta-glucuronidase activity
GO:0048579	negative regulation of long-day photoperiodism, flowering
GO:0005875	microtubule associated complex
GO:0000178	exosome (RNase complex)
GO:0004644	phosphoribosylglycinamide formyltransferase activity
GO:0001676	long-chain fatty acid metabolic process
GO:0004467	long-chain fatty acid-CoA ligase activity
GO:0031177	phosphopantetheine binding
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0051502	diterpene phytoalexin biosynthetic process
GO:0005125	cytokine activity
GO:0071821	FANCM-MHF complex
GO:0004144	diacylglycerol O-acyltransferase activity
GO:0045017	glycerolipid biosynthetic process
GO:0019432	triglyceride biosynthetic process
GO:0051996	squalene synthase [NAD(P)H] activity
GO:0045338	farnesyl diphosphate metabolic process
GO:0016868	intramolecular phosphotransferase activity
GO:0004614	phosphoglucomutase activity
GO:0035196	miRNA processing
GO:0010960	magnesium ion homeostasis
GO:0008356	asymmetric cell division
GO:0016790	thiolester hydrolase activity
GO:0015605	organophosphate ester transmembrane transporter activity
GO:0015718	monocarboxylic acid transport
GO:0046943	carboxylic acid transmembrane transporter activity
GO:1905039	carboxylic acid transmembrane transport
GO:0004784	superoxide dismutase activity
GO:0033993	response to lipid
GO:0034227	tRNA thio-modification
GO:0010623	programmed cell death involved in cell development
GO:0010265	SCF complex assembly
GO:0000956	nuclear-transcribed mRNA catabolic process
GO:0050311	sulfite reductase (ferredoxin) activity
GO:0006808	regulation of nitrogen utilization
GO:0160062	cutin-based cuticle development
GO:0008193	tRNA guanylyltransferase activity
GO:0098662	inorganic cation transmembrane transport
GO:0006269	DNA replication, synthesis of primer
GO:0005658	alpha DNA polymerase:primase complex
GO:0004385	guanylate kinase activity
GO:0046037	GMP metabolic process
GO:0046710	GDP metabolic process
GO:0010099	regulation of photomorphogenesis
GO:0006672	ceramide metabolic process
GO:0019904	protein domain specific binding
GO:0042793	plastid transcription
GO:0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity
GO:0009100	glycoprotein metabolic process
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity
GO:0006574	valine catabolic process
GO:0047627	adenylylsulfatase activity
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0043419	urea catabolic process
GO:0035550	urease complex
GO:0010167	response to nitrate
GO:0005795	Golgi stack
GO:0009312	oligosaccharide biosynthetic process
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0046910	pectinesterase inhibitor activity
GO:0043086	negative regulation of catalytic activity
GO:0004140	dephospho-CoA kinase activity
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0009521	photosystem
GO:0003747	translation release factor activity
GO:0006415	translational termination
GO:0006384	transcription initiation at RNA polymerase III promoter
GO:0004520	DNA endonuclease activity
GO:0008296	3'-5'-DNA exonuclease activity
GO:0030117	membrane coat
GO:0089701	U2AF complex
GO:0048573	photoperiodism, flowering
GO:0035435	phosphate ion transmembrane transport
GO:0009832	plant-type cell wall biogenesis
GO:0010330	cellulose synthase complex
GO:0007094	mitotic spindle assembly checkpoint signaling
GO:0010227	floral organ abscission
GO:0000149	SNARE binding
GO:0006405	RNA export from nucleus
GO:0004665	prephenate dehydrogenase (NADP+) activity
GO:0006571	tyrosine biosynthetic process
GO:0033730	arogenate dehydrogenase (NADP+) activity
GO:0005742	mitochondrial outer membrane translocase complex
GO:0045490	pectin catabolic process
GO:0009098	L-leucine biosynthetic process
GO:0003862	3-isopropylmalate dehydrogenase activity
GO:0003904	deoxyribodipyrimidine photo-lyase activity
GO:0000062	fatty-acyl-CoA binding
GO:0004038	allantoinase activity
GO:0000256	allantoin catabolic process
GO:0050897	cobalt ion binding
GO:0002143	tRNA wobble position uridine thiolation
GO:0070566	adenylyltransferase activity
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0070063	RNA polymerase binding
GO:0080123	jasmonoyl-L-amino acid ligase activity
GO:0006090	pyruvate metabolic process
GO:0050242	pyruvate, phosphate dikinase activity
GO:0010228	vegetative to reproductive phase transition of meristem
GO:0008469	histone arginine N-methyltransferase activity
GO:0035241	protein-arginine omega-N monomethyltransferase activity
GO:0035242	protein-arginine omega-N asymmetric methyltransferase activity
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity
GO:1901607	alpha-amino acid biosynthetic process
GO:0052906	tRNA (guanine(37)-N1)-methyltransferase activity
GO:0032963	collagen metabolic process
GO:0043085	positive regulation of catalytic activity
GO:2000123	positive regulation of stomatal complex development
GO:0071439	clathrin complex
GO:0005198	structural molecule activity
GO:0030130	clathrin coat of trans-Golgi network vesicle
GO:0030132	clathrin coat of coated pit
GO:0030659	cytoplasmic vesicle membrane
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0033554	cellular response to stress
GO:0008417	fucosyltransferase activity
GO:0043622	cortical microtubule organization
GO:0009743	response to carbohydrate
GO:0005788	endoplasmic reticulum lumen
GO:0019538	protein metabolic process
GO:0008238	exopeptidase activity
GO:0017111	ribonucleoside triphosphate phosphatase activity
GO:0033356	UDP-L-arabinose metabolic process
GO:0033819	lipoyl(octanoyl) transferase activity
GO:0015867	ATP transport
GO:0015866	ADP transport
GO:0004298	threonine-type endopeptidase activity
GO:0019774	proteasome core complex, beta-subunit complex
GO:0031267	small GTPase binding
GO:0030337	DNA polymerase processivity factor activity
GO:0007275	multicellular organism development
GO:0003002	regionalization
GO:0004618	phosphoglycerate kinase activity
GO:0008176	tRNA (guanine(46)-N7)-methyltransferase activity
GO:0106004	tRNA (guanine-N7)-methylation
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0000470	maturation of LSU-rRNA
GO:0046168	glycerol-3-phosphate catabolic process
GO:0141152	glycerol-3-phosphate dehydrogenase (NAD+) activity
GO:0008195	phosphatidate phosphatase activity
GO:0007032	endosome organization
GO:2000641	regulation of early endosome to late endosome transport
GO:0048586	regulation of long-day photoperiodism, flowering
GO:0048587	regulation of short-day photoperiodism, flowering
GO:0140933	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity
GO:0016071	mRNA metabolic process
GO:0080132	fatty acid 2-hydroxylase activity
GO:0007219	Notch signaling pathway
GO:0005798	Golgi-associated vesicle
GO:0030410	nicotianamine synthase activity
GO:0030418	nicotianamine biosynthetic process
GO:0005762	mitochondrial large ribosomal subunit
GO:0006120	mitochondrial electron transport, NADH to ubiquinone
GO:0005637	nuclear inner membrane
GO:0009893	positive regulation of metabolic process
GO:0051246	regulation of protein metabolic process
GO:0160102	tRNA (guanine(10)-N2)-methyltransferase activity
GO:0016423	tRNA (guanine) methyltransferase activity
GO:0008094	ATP-dependent activity, acting on DNA
GO:0031213	RSF complex
GO:0004849	uridine kinase activity
GO:0044206	UMP salvage
GO:2000904	regulation of starch metabolic process
GO:0022625	cytosolic large ribosomal subunit
GO:0009228	thiamine biosynthetic process
GO:0016830	carbon-carbon lyase activity
GO:0031519	PcG protein complex
GO:0005684	U2-type spliceosomal complex
GO:0000014	single-stranded DNA endodeoxyribonuclease activity
GO:0004521	RNA endonuclease activity
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain
GO:0035514	DNA demethylase activity
GO:0141166	chromosomal 5-methylcytosine DNA demethylation pathway
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity
GO:0004663	Rab geranylgeranyltransferase activity
GO:0003006	developmental process involved in reproduction
GO:0051177	meiotic sister chromatid cohesion
GO:0038199	ethylene receptor activity
GO:1902975	mitotic DNA replication initiation
GO:0015798	myo-inositol transport
GO:0005366	myo-inositol:proton symporter activity
GO:1990542	mitochondrial transmembrane transport
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0030366	molybdopterin synthase activity
GO:1990140	molybdopterin synthase complex
GO:0050687	negative regulation of defense response to virus
GO:0022618	protein-RNA complex assembly
GO:0004462	lactoylglutathione lyase activity
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0080038	positive regulation of cytokinin-activated signaling pathway
GO:0016805	dipeptidase activity
GO:0120114	Sm-like protein family complex
GO:0006446	regulation of translational initiation
GO:0043484	regulation of RNA splicing
GO:0001682	tRNA 5'-leader removal
GO:0030677	ribonuclease P complex
GO:0033204	ribonuclease P RNA binding
GO:0045324	late endosome to vacuole transport
GO:0043547	positive regulation of GTPase activity
GO:0006879	intracellular iron ion homeostasis
GO:0065003	protein-containing complex assembly
GO:0000302	response to reactive oxygen species
GO:0009648	photoperiodism
GO:0001401	SAM complex
GO:0004664	prephenate dehydratase activity
GO:0009094	L-phenylalanine biosynthetic process
GO:0047769	arogenate dehydratase activity
GO:0017038	protein import
GO:0045132	meiotic chromosome segregation
GO:0045144	meiotic sister chromatid segregation
GO:0034090	maintenance of meiotic sister chromatid cohesion
GO:0003852	2-isopropylmalate synthase activity
GO:0004654	polyribonucleotide nucleotidyltransferase activity
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0004725	protein tyrosine phosphatase activity
GO:0031120	snRNA pseudouridine synthesis
GO:0031429	box H/ACA snoRNP complex
GO:0006493	protein O-linked glycosylation
GO:0061657	UFM1 conjugating enzyme activity
GO:0004034	aldose 1-epimerase activity
GO:0033499	galactose catabolic process via UDP-galactose
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity
GO:0004402	histone acetyltransferase activity
GO:0000127	transcription factor TFIIIC complex
GO:0004399	histidinol dehydrogenase activity
GO:0004351	glutamate decarboxylase activity
GO:0006536	glutamate metabolic process
GO:0051156	glucose 6-phosphate metabolic process
GO:0004340	glucokinase activity
GO:0009749	response to glucose
GO:0070876	SOSS complex
GO:0003876	AMP deaminase activity
GO:0019239	deaminase activity
GO:0009168	purine ribonucleoside monophosphate biosynthetic process
GO:0001680	tRNA 3'-terminal CCA addition
GO:0140098	catalytic activity, acting on RNA
GO:0090522	vesicle tethering involved in exocytosis
GO:0060321	acceptance of pollen
GO:0035494	SNARE complex disassembly
GO:0017022	myosin binding
GO:0004401	histidinol-phosphatase activity
GO:0047918	GDP-mannose 3,5-epimerase activity
GO:0002949	tRNA threonylcarbamoyladenosine modification
GO:0071013	catalytic step 2 spliceosome
GO:0002100	tRNA wobble adenosine to inosine editing
GO:0008251	tRNA-specific adenosine deaminase activity
GO:0060919	auxin import into cell
GO:0043067	regulation of programmed cell death
GO:0007155	cell adhesion
GO:0004451	isocitrate lyase activity
GO:0043136	glycerol-3-phosphatase activity
GO:0006114	glycerol biosynthetic process
GO:0003905	alkylbase DNA N-glycosylase activity
GO:0033743	peptide-methionine (R)-S-oxide reductase activity
GO:0042995	cell projection
GO:0005093	Rab GDP-dissociation inhibitor activity
GO:0080147	root hair cell development
GO:0019915	lipid storage
GO:0004109	coproporphyrinogen oxidase activity
GO:0045036	protein targeting to chloroplast
GO:0019135	deoxyhypusine monooxygenase activity
GO:0030785	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity
GO:0071163	DNA replication preinitiation complex assembly
GO:0030174	regulation of DNA-templated DNA replication initiation
GO:0051865	protein autoubiquitination
GO:0051747	cytosine C-5 DNA demethylase activity
GO:0004106	chorismate mutase activity
GO:0046417	chorismate metabolic process
GO:0043648	dicarboxylic acid metabolic process
GO:0016604	nuclear body
GO:0035596	methylthiotransferase activity
GO:0035598	N6-threonylcarbomyladenosine methylthiotransferase activity
GO:0035600	tRNA methylthiolation
GO:0031179	peptide modification
GO:0003972	RNA ligase (ATP) activity
GO:0051259	protein complex oligomerization
GO:0044571	[2Fe-2S] cluster assembly
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0140640	catalytic activity, acting on a nucleic acid
GO:0046422	violaxanthin de-epoxidase activity
GO:0008375	acetylglucosaminyltransferase activity
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0000781	chromosome, telomeric region
GO:0003691	double-stranded telomeric DNA binding
GO:0008428	ribonuclease inhibitor activity
GO:0051252	regulation of RNA metabolic process
GO:0090173	regulation of synaptonemal complex assembly
GO:0007129	homologous chromosome pairing at meiosis
GO:0071139	resolution of DNA recombination intermediates
GO:0032324	molybdopterin cofactor biosynthetic process
GO:0061598	molybdopterin adenylyltransferase activity
GO:0061599	molybdopterin molybdotransferase activity
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
GO:0009584	detection of visible light
GO:0009881	photoreceptor activity
GO:0035267	NuA4 histone acetyltransferase complex
GO:0004856	D-xylulokinase activity
GO:0015918	sterol transport
GO:0032934	sterol binding
GO:0061015	snRNA import into nucleus
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
GO:0016937	short-chain fatty acyl-CoA dehydrogenase activity
GO:0032977	membrane insertase activity
GO:0090150	establishment of protein localization to membrane
GO:0031901	early endosome membrane
GO:0004150	dihydroneopterin aldolase activity
GO:0046654	tetrahydrofolate biosynthetic process
GO:0006760	folic acid-containing compound metabolic process
GO:0046656	folic acid biosynthetic process
GO:0031965	nuclear membrane
GO:0008378	galactosyltransferase activity
GO:0009505	plant-type cell wall
GO:0110102	ribulose bisphosphate carboxylase complex assembly
GO:0003978	UDP-glucose 4-epimerase activity
GO:0006627	protein processing involved in protein targeting to mitochondrion
GO:0042720	mitochondrial inner membrane peptidase complex
GO:0080113	regulation of seed growth
GO:0003937	IMP cyclohydrolase activity
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
GO:0071267	L-methionine salvage
GO:0071006	U2-type catalytic step 1 spliceosome
GO:0052834	inositol monophosphate phosphatase activity
GO:0006021	inositol biosynthetic process
GO:0030121	AP-1 adaptor complex
GO:0016482	cytosolic transport
GO:0008265	molybdenum cofactor sulfurtransferase activity
GO:0004112	cyclic-nucleotide phosphodiesterase activity
GO:0004801	transaldolase activity
GO:0009099	L-valine biosynthetic process
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0019781	NEDD8 activating enzyme activity
GO:0045116	protein neddylation
GO:0032446	protein modification by small protein conjugation
GO:0004300	enoyl-CoA hydratase activity
GO:0009308	amine metabolic process
GO:0008131	primary methylamine oxidase activity
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0019863	IgE binding
GO:0005853	eukaryotic translation elongation factor 1 complex
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
GO:0009686	gibberellin biosynthetic process
GO:0051777	ent-kaurenoic acid monooxygenase activity
GO:0004239	initiator methionyl aminopeptidase activity
GO:0006535	cysteine biosynthetic process from serine
GO:0031083	BLOC-1 complex
GO:0007130	synaptonemal complex assembly
GO:0008097	5S rRNA binding
GO:0009965	leaf morphogenesis
GO:0009966	regulation of signal transduction
GO:0008113	peptide-methionine (S)-S-oxide reductase activity
GO:0005310	dicarboxylic acid transmembrane transporter activity
GO:0006835	dicarboxylic acid transport
GO:0006839	mitochondrial transport
GO:0019637	organophosphate metabolic process
GO:1901135	carbohydrate derivative metabolic process
GO:0000829	diphosphoinositol pentakisphosphate kinase activity
GO:0033857	5-diphosphoinositol pentakisphosphate 1-kinase activity
GO:0000828	inositol hexakisphosphate kinase activity
GO:0006020	inositol metabolic process
GO:0032958	inositol phosphate biosynthetic process
GO:0003935	GTP cyclohydrolase II activity
GO:1990714	hydroxyproline O-galactosyltransferase activity
GO:0010485	histone H4 acetyltransferase activity
GO:0043998	histone H2A acetyltransferase activity
GO:0000028	ribosomal small subunit assembly
GO:0022627	cytosolic small ribosomal subunit
GO:0031929	TOR signaling
GO:0007051	spindle organization
GO:0046685	response to arsenic-containing substance
GO:0030976	thiamine pyrophosphate binding
GO:0002182	cytoplasmic translational elongation
GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity
GO:0036094	small molecule binding
GO:0051131	chaperone-mediated protein complex assembly
GO:0019365	pyridine nucleotide salvage
GO:0051014	actin filament severing
GO:0032432	actin filament bundle
GO:0042948	salicin transport
GO:0005364	maltose:proton symporter activity
GO:0042950	salicin transmembrane transporter activity
GO:0015768	maltose transport
GO:0015770	sucrose transport
GO:0048511	rhythmic process
GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity
GO:0004619	phosphoglycerate mutase activity
GO:0006007	glucose catabolic process
GO:0010037	response to carbon dioxide
GO:0010118	stomatal movement
GO:0080162	endoplasmic reticulum to cytosol auxin transport
GO:0004815	aspartate-tRNA ligase activity
GO:0006422	aspartyl-tRNA aminoacylation
GO:0051011	microtubule minus-end binding
GO:0000055	ribosomal large subunit export from nucleus
GO:0005496	steroid binding
GO:0008184	glycogen phosphorylase activity
GO:0004645	1,4-alpha-oligoglucan phosphorylase activity
GO:0140566	histone reader activity
GO:0034244	negative regulation of transcription elongation by RNA polymerase II
GO:0004765	shikimate kinase activity
GO:0045901	positive regulation of translational elongation
GO:0004067	asparaginase activity
GO:0004563	beta-N-acetylhexosaminidase activity
GO:0031332	RNAi effector complex
GO:0048471	perinuclear region of cytoplasm
GO:0034605	cellular response to heat
GO:0000774	adenyl-nucleotide exchange factor activity
GO:0006223	uracil salvage
GO:0004845	uracil phosphoribosyltransferase activity
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0004750	D-ribulose-phosphate 3-epimerase activity
GO:0009526	plastid envelope
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
GO:0016710	trans-cinnamate 4-monooxygenase activity
GO:0009808	lignin metabolic process
GO:0016209	antioxidant activity
GO:0008379	thioredoxin peroxidase activity
GO:0099116	tRNA 5'-end processing
GO:0047710	bis(5'-adenosyl)-triphosphatase activity
GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
GO:0007064	mitotic sister chromatid cohesion
GO:0031390	Ctf18 RFC-like complex
GO:0031209	SCAR complex
GO:0001729	ceramide kinase activity
GO:0008198	ferrous iron binding
GO:0060962	regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0006270	DNA replication initiation
GO:0000278	mitotic cell cycle
GO:0010100	negative regulation of photomorphogenesis
GO:0005854	nascent polypeptide-associated complex
GO:0042170	plastid membrane
GO:0042719	mitochondrial intermembrane space protein transporter complex
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
GO:0046622	positive regulation of organ growth
GO:0030619	U1 snRNA binding
GO:0019430	removal of superoxide radicals
GO:0010241	ent-kaurene oxidation to kaurenoic acid
GO:0052615	ent-kaurene oxidase activity
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
GO:0016272	prefoldin complex
GO:0004592	pantoate-beta-alanine ligase activity
GO:0015940	pantothenate biosynthetic process
GO:0009735	response to cytokinin
GO:0009753	response to jasmonic acid
GO:0010337	regulation of salicylic acid metabolic process
GO:0080027	response to herbivore
GO:0080141	regulation of jasmonic acid biosynthetic process
GO:2000068	regulation of defense response to insect
GO:0072546	EMC complex
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity
GO:0008104	protein localization
GO:0005815	microtubule organizing center
GO:0007020	microtubule nucleation
GO:0043015	gamma-tubulin binding
GO:0000922	spindle pole
GO:0098754	detoxification
GO:0050313	sulfur dioxygenase activity
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity
GO:0006529	asparagine biosynthetic process
GO:0045739	positive regulation of DNA repair
GO:0006751	glutathione catabolic process
GO:0003984	acetolactate synthase activity
GO:0004482	mRNA 5'-cap (guanine-N7-)-methyltransferase activity
GO:0106005	RNA 5'-cap (guanine-N7)-methylation
GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity
GO:1902074	response to salt
GO:0007052	mitotic spindle organization
GO:0032465	regulation of cytokinesis
GO:0051233	spindle midzone
