gene_id	ko_list
TraesCS4D02G097200	K02884
TraesCS4D02G097400	K24917
TraesCS4D02G097900	K22733
TraesCS4D02G098400	K09580
TraesCS4D02G098500	K13141
TraesCS4D02G098600	K22683
TraesCS4D02G098900	K00876
TraesCS4D02G099200	K00940
TraesCS4D02G099600	K03715
TraesCS4D02G100300	K22683
TraesCS4D02G100800	K15031
TraesCS4D02G102200	K14190
TraesCS4D02G102300	K19801
TraesCS4D02G102500	K04506
TraesCS4D02G102600	K00430
TraesCS4D02G103000	K18857
TraesCS4D02G103100	K18857
TraesCS4D02G103300	K18857
TraesCS4D02G103400	K13457
TraesCS4D02G103600	K16297
TraesCS4D02G103700	K14007
TraesCS4D02G104100	K00873
TraesCS4D02G104200	K23051
TraesCS4D02G104900	K08963
TraesCS4D02G105000	K13917
TraesCS4D02G105200	K03020
TraesCS4D02G105600	K02866
TraesCS4D02G105700	K14484
TraesCS4D02G106300	K02941
TraesCS4D02G106800	K28108
TraesCS4D02G107200	K13412
TraesCS4D02G107400	K01623
TraesCS4D02G108100	K01426
TraesCS4D02G108200	K02155
TraesCS4D02G108300	K01897
TraesCS4D02G108500	K21844
TraesCS4D02G108800	K13946
TraesCS4D02G109100	K14525
TraesCS4D02G109200	K02925
TraesCS4D02G109300	K08500
TraesCS4D02G109600	K07195
TraesCS4D02G110100	K19600
TraesCS4D02G110300	K04506
TraesCS4D02G110400	K00416
TraesCS4D02G110500	K08331
TraesCS4D02G110600	K22736
TraesCS4D02G110800	K27745
TraesCS4D02G110900	K20557
TraesCS4D02G111800	K17925
TraesCS4D02G112200	K09480
TraesCS4D02G112400	K22745
TraesCS4D02G112800	K12130
TraesCS4D02G112900	K07195
TraesCS4D02G113400	K15188
TraesCS4D02G113500	K23541
TraesCS4D02G113600	K15188
TraesCS4D02G113800	K00012
TraesCS4D02G114700	K01285
TraesCS4D02G114900	K09287
TraesCS4D02G115100	K12611
TraesCS4D02G115500	K03106
TraesCS4D02G115600	K03106
TraesCS4D02G116100	K02992
TraesCS4D02G116400	K01674
TraesCS4D02G116600	K00430
TraesCS4D02G116700	K00430
TraesCS4D02G116900	K00430
TraesCS4D02G117100	K00430
TraesCS4D02G117900	K03301
TraesCS4D02G118500	K07198
TraesCS4D02G119100	K19040
TraesCS4D02G119200	K02356
TraesCS4D02G119600	K05292
TraesCS4D02G119700	K28584
TraesCS4D02G120100	K11717
TraesCS4D02G120200	K09286
TraesCS4D02G120900	K05917
TraesCS4D02G121200	K07760
TraesCS4D02G121900	K00967
TraesCS4D02G122000	K27742
TraesCS4D02G122200	K20858
TraesCS4D02G122900	K02960
TraesCS4D02G123000	K02960
TraesCS4D02G123100	K01228
TraesCS4D02G123200	K06628
TraesCS4D02G123300	K09422
TraesCS4D02G123700	K02938
TraesCS4D02G123800	K03327
TraesCS4D02G124100	K23538
TraesCS4D02G124400	K15559
TraesCS4D02G124600	K09763
TraesCS4D02G124900	K23541
TraesCS4D02G125000	K17780
TraesCS4D02G125100	K01209
TraesCS4D02G125300	K13947
TraesCS4D02G125500	K13412;K13974
TraesCS4D02G125600	K06133
TraesCS4D02G126000	K14848
TraesCS4D02G126100	K02183;K13448;K13974
TraesCS4D02G126200	K02216;K07198
TraesCS4D02G126300	K18195
TraesCS4D02G126400	K00820
TraesCS4D02G126700	K27627
TraesCS4D02G127100	K01209
TraesCS4D02G127400	K02895
TraesCS4D02G128000	K00889
TraesCS4D02G128200	K03013
TraesCS4D02G128400	K13113
TraesCS4D02G128500	K15078
TraesCS4D02G128600	K13109
TraesCS4D02G128700	K01897
TraesCS4D02G129300	K22200
TraesCS4D02G129400	K19365
TraesCS4D02G129900	K14431
TraesCS4D02G130100	K28237
TraesCS4D02G130200	K09481
TraesCS4D02G130300	K13430
TraesCS4D02G130700	K10257
TraesCS4D02G130900	K04646
TraesCS4D02G131100	K13448
TraesCS4D02G131200	K09285
TraesCS4D02G131400	K16297
TraesCS4D02G131500	K28174
TraesCS4D02G131600	K03178
TraesCS4D02G131700	K00522
TraesCS4D02G131900	K26938
TraesCS4D02G132000	K20359
TraesCS4D02G132200	K09875
TraesCS4D02G132500	K01046
TraesCS4D02G132600	K14297
TraesCS4D02G133000	K12881
TraesCS4D02G133100	K01054;K18368
TraesCS4D02G133300	K03539
TraesCS4D02G133400	K03539
TraesCS4D02G133500	K10899
TraesCS4D02G133600	K06215
TraesCS4D02G133700	K23978
TraesCS4D02G133800	K05909
TraesCS4D02G134000	K14137
TraesCS4D02G134100	K17362
TraesCS4D02G134200	K17362
TraesCS4D02G134300	K15103
TraesCS4D02G134400	K26247
TraesCS4D02G134500	K03872
TraesCS4D02G134600	K14424
TraesCS4D02G134700	K08081
TraesCS4D02G135100	K18813
TraesCS4D02G135400	K08998
TraesCS4D02G135500	K27753
TraesCS4D02G135700	K01872
TraesCS4D02G135900	K27753
TraesCS4D02G136000	K27753
TraesCS4D02G136100	K27753
TraesCS4D02G136200	K27753
TraesCS4D02G136300	K27753
TraesCS4D02G136400	K27753
TraesCS4D02G136500	K27753
TraesCS4D02G136600	K27605
TraesCS4D02G136900	K13457
TraesCS4D02G137100	K03979
TraesCS4D02G137400	K02261
TraesCS4D02G137800	K02111;K02132
TraesCS4D02G137900	K02128
TraesCS4D02G138400	K02195
TraesCS4D02G138900	K02707
TraesCS4D02G139100	K02950
TraesCS4D02G139200	K03880
TraesCS4D02G139700	K02128
TraesCS4D02G140500	K00412
TraesCS4D02G140800	K03283
TraesCS4D02G141000	K12191
TraesCS4D02G141600	K17279
TraesCS4D02G142300	K09422
TraesCS4D02G142400	K13681
TraesCS4D02G142500	K05349
TraesCS4D02G142600	K01648
TraesCS4D02G142800	K08235
TraesCS4D02G142900	K09422
TraesCS4D02G143100	K01051
TraesCS4D02G143200	K21362
TraesCS4D02G143400	K12837
TraesCS4D02G143500	K23541
TraesCS4D02G143600	K13508
TraesCS4D02G143800	K01164
TraesCS4D02G143900	K05349;K15920
TraesCS4D02G144000	K28436
TraesCS4D02G144800	K27887
TraesCS4D02G145100	K22530
TraesCS4D02G145500	K13993
TraesCS4D02G145600	K13993
TraesCS4D02G145700	K12602
TraesCS4D02G146000	K02128
TraesCS4D02G146100	K02195
TraesCS4D02G146300	K02950
TraesCS4D02G146400	K03880
TraesCS4D02G146600	K02878
TraesCS4D02G146900	K03452
TraesCS4D02G147100	K02835
TraesCS4D02G147300	K03676
TraesCS4D02G147700	K06671
TraesCS4D02G147900	K12818
TraesCS4D02G148000	K10268
TraesCS4D02G148300	K15397
TraesCS4D02G148500	K02936
TraesCS4D02G148600	K18466
TraesCS4D02G148700	K11594
TraesCS4D02G149400	K06158
TraesCS4D02G149700	K13168
TraesCS4D02G149800	K03246
TraesCS4D02G150000	K12837
TraesCS4D02G150200	K28077
TraesCS4D02G150300	K01809
TraesCS4D02G150600	K13201
TraesCS4D02G150700	K27708
TraesCS4D02G150800	K03665
TraesCS4D02G150900	K10706
TraesCS4D02G151100	K08819
TraesCS4D02G151200	K01092;K10047
TraesCS4D02G151400	K14006
TraesCS4D02G151500	K02988
TraesCS4D02G151600	K00343;K05573
TraesCS4D02G151700	K28579
TraesCS4D02G151900	K13379
TraesCS4D02G152000	K23280
TraesCS4D02G152200	K14411
TraesCS4D02G152300	K14003
TraesCS4D02G152400	K11128
TraesCS4D02G152600	K07950
TraesCS4D02G152700	K23336
TraesCS4D02G153300	K17046
TraesCS4D02G153400	K00815
TraesCS4D02G153900	K06168
TraesCS4D02G154200	K18999
TraesCS4D02G154400	K03005
TraesCS4D02G154600	K12816
TraesCS4D02G154700	K23341
TraesCS4D02G155100	K02724
TraesCS4D02G155300	K02992
TraesCS4D02G155400	K00343;K05573
TraesCS4D02G155500	K02712
TraesCS4D02G155600	K12874
TraesCS4D02G155700	K07157
TraesCS4D02G155800	K28095
TraesCS4D02G155900	K06630
TraesCS4D02G156100	K15031
TraesCS4D02G156300	K20032
TraesCS4D02G156500	K20784
TraesCS4D02G156600	K23565
TraesCS4D02G156900	K07300
TraesCS4D02G157200	K01358
TraesCS4D02G157300	K09500
TraesCS4D02G157500	K09458
TraesCS4D02G157600	K02979
TraesCS4D02G157700	K02729
TraesCS4D02G157900	K23558
TraesCS4D02G158000	K03723
TraesCS4D02G158200	K21752
TraesCS4D02G158400	K19043
TraesCS4D02G158500	K13648
TraesCS4D02G158800	K11498
TraesCS4D02G159400	K06174
TraesCS4D02G159500	K27857
TraesCS4D02G159800	K02078;K03955
TraesCS4D02G159900	K11665
TraesCS4D02G160000	K03129
TraesCS4D02G160200	K28026
TraesCS4D02G160300	K00921
TraesCS4D02G160600	K12662
TraesCS4D02G160700	K21444
TraesCS4D02G160800	K10365
TraesCS4D02G161000	K02128
TraesCS4D02G161400	K03880
TraesCS4D02G161500	K02992
TraesCS4D02G161700	K08494
TraesCS4D02G161800	K00889
TraesCS4D02G161900	K00889
TraesCS4D02G162000	K00432
TraesCS4D02G162200	K05580
TraesCS4D02G162300	K20893
TraesCS4D02G162400	K06268
TraesCS4D02G162600	K01262
TraesCS4D02G162900	K12900
TraesCS4D02G163300	K00924
TraesCS4D02G163500	K15436
TraesCS4D02G163700	K05761
TraesCS4D02G163900	K10640
TraesCS4D02G164200	K19600
TraesCS4D02G164400	K03626
TraesCS4D02G164500	K02933
TraesCS4D02G164700	K04506
TraesCS4D02G165100	K15728
TraesCS4D02G165300	K12875
TraesCS4D02G165700	K15601
TraesCS4D02G165800	K11838
TraesCS4D02G166700	K12392
TraesCS4D02G166900	K20003
TraesCS4D02G167200	K12882
TraesCS4D02G167400	K19707
TraesCS4D02G167600	K02971
TraesCS4D02G167900	K01358
TraesCS4D02G168300	K28788
TraesCS4D02G168600	K22530
TraesCS4D02G168700	K12890
TraesCS4D02G169000	K14859
TraesCS4D02G169200	K15382
TraesCS4D02G169300	K10895
TraesCS4D02G169400	K02883
TraesCS4D02G169500	K00951
TraesCS4D02G169800	K00695
TraesCS4D02G170100	K02885
TraesCS4D02G170200	K01679
TraesCS4D02G170300	K00827
TraesCS4D02G170500	K06173
TraesCS4D02G170600	K00430
TraesCS4D02G170700	K07198
TraesCS4D02G170800	K01599
TraesCS4D02G170900	K03549
TraesCS4D02G171000	K15271
TraesCS4D02G171400	K23518
TraesCS4D02G171500	K01411
TraesCS4D02G171700	K20557
TraesCS4D02G172200	K28584
TraesCS4D02G172300	K28026
TraesCS4D02G172400	K14802
TraesCS4D02G172700	K04688
TraesCS4D02G172800	K08902
TraesCS4D02G172900	K03238
TraesCS4D02G173000	K00430
TraesCS4D02G173100	K13435
TraesCS4D02G173200	K14569
TraesCS4D02G173400	K28077
TraesCS4D02G173500	K09013
TraesCS4D02G173700	K02866
TraesCS4D02G173800	K01069
TraesCS4D02G174000	K05662
TraesCS4D02G174100	K24139
TraesCS4D02G174200	K20666
TraesCS4D02G174300	K22939
TraesCS4D02G174700	K15633
TraesCS4D02G174800	K13648
TraesCS4D02G175000	K28175
TraesCS4D02G175100	K03848
TraesCS4D02G175300	K01179
TraesCS4D02G175400	K14641
TraesCS4D02G175500	K23280
TraesCS4D02G175700	K28553
TraesCS4D02G176000	K28550
TraesCS4D02G176500	K28175
TraesCS4D02G176600	K00873
TraesCS4D02G176700	K11982
TraesCS4D02G176900	K01228
TraesCS4D02G177000	K14514
TraesCS4D02G177200	K11518
TraesCS4D02G177400	K15044
TraesCS4D02G177600	K23538
TraesCS4D02G177700	K14432
TraesCS4D02G178000	K02503
TraesCS4D02G178200	K15441
TraesCS4D02G178300	K23735
TraesCS4D02G178400	K28584
TraesCS4D02G178600	K00430
TraesCS4D02G178700	K20367
TraesCS4D02G178900	K17278
TraesCS4D02G179000	K00942
TraesCS4D02G179300	K00898
TraesCS4D02G179500	K01209
TraesCS4D02G179600	K09875
TraesCS4D02G179700	K07198
TraesCS4D02G179800	K02183;K13448;K13974
TraesCS4D02G180000	K07199
TraesCS4D02G180200	K14431
TraesCS4D02G180300	K00036
TraesCS4D02G180400	K23541
TraesCS4D02G180500	K20102
TraesCS4D02G180700	K12608
TraesCS4D02G180800	K18819
TraesCS4D02G180900	K10571
TraesCS4D02G181000	K02945
TraesCS4D02G181100	K09422
TraesCS4D02G181300	K22074
TraesCS4D02G181400	K24935
TraesCS4D02G181600	K03377
TraesCS4D02G181700	K12820
TraesCS4D02G181900	K01756
TraesCS4D02G182000	K14376
TraesCS4D02G182100	K09285
TraesCS4D02G182200	K03949
TraesCS4D02G182300	K24104
TraesCS4D02G182600	K28146
TraesCS4D02G182800	K13974
TraesCS4D02G183400	K12121
TraesCS4D02G183800	K15382
TraesCS4D02G184200	K12835
TraesCS4D02G184300	K21842
TraesCS4D02G184400	K01358
TraesCS4D02G184500	K10578
TraesCS4D02G184700	K23877
TraesCS4D02G184900	K05953
TraesCS4D02G185200	K17499
TraesCS4D02G185300	K20896
TraesCS4D02G185800	K08238
TraesCS4D02G185900	K08238
TraesCS4D02G186000	K02836
TraesCS4D02G186200	K11699
TraesCS4D02G186300	K01755
TraesCS4D02G186700	K01913
TraesCS4D02G186800	K01913
TraesCS4D02G187100	K09422
TraesCS4D02G187600	K03358
TraesCS4D02G188000	K27887
TraesCS4D02G188400	K02342;K09951
TraesCS4D02G188700	K20893
TraesCS4D02G189100	K01051
TraesCS4D02G189300	K14546
TraesCS4D02G189400	K14801
TraesCS4D02G189500	K08238
TraesCS4D02G189600	K10206
TraesCS4D02G190600	K03062
TraesCS4D02G190900	K05909
TraesCS4D02G191200	K14496
TraesCS4D02G191300	K00645
TraesCS4D02G191400	K02993
TraesCS4D02G191700	K15113
TraesCS4D02G191900	K19893
TraesCS4D02G192100	K03237
TraesCS4D02G192200	K17790
TraesCS4D02G192400	K09422
TraesCS4D02G192500	K19045
TraesCS4D02G192600	K08059
TraesCS4D02G192700	K08059
TraesCS4D02G192800	K10664
TraesCS4D02G192900	K08059
TraesCS4D02G193000	K04713
TraesCS4D02G193100	K18270
TraesCS4D02G193300	K03952
TraesCS4D02G193400	K03178
TraesCS4D02G193600	K28592
TraesCS4D02G193700	K14293
TraesCS4D02G194200	K01568
TraesCS4D02G194300	K10863
TraesCS4D02G194600	K15306
TraesCS4D02G194800	K15100
TraesCS4D02G194900	K17506
TraesCS4D02G195100	K01953
TraesCS4D02G195400	K21797
TraesCS4D02G195600	K10257
TraesCS4D02G195700	K28523
TraesCS4D02G196000	K20363
TraesCS4D02G196100	K07198
TraesCS4D02G196500	K07252
TraesCS4D02G196600	K26808
TraesCS4D02G196800	K18182
TraesCS4D02G197100	K03231
TraesCS4D02G197200	K03231
TraesCS4D02G197300	K20869
TraesCS4D02G197600	K10523
TraesCS4D02G197900	K11804
TraesCS4D02G198000	K25006
TraesCS4D02G198200	K05359
TraesCS4D02G198400	K04518;K05359
TraesCS4D02G198500	K00434
TraesCS4D02G198600	K20536
TraesCS4D02G199200	K10878
TraesCS4D02G199500	K02864
TraesCS4D02G199600	K12129
TraesCS4D02G199700	K11377
TraesCS4D02G199800	K13430
TraesCS4D02G200100	K10664
TraesCS4D02G200200	K07127;K13484
TraesCS4D02G200300	K00995
TraesCS4D02G200600	K18732
TraesCS4D02G200700	K00799
TraesCS4D02G200900	K07090
TraesCS4D02G201100	K00799
TraesCS4D02G201200	K00799
TraesCS4D02G201300	K00799
TraesCS4D02G201700	K05681
TraesCS4D02G202000	K13141
TraesCS4D02G202200	K01537
TraesCS4D02G202300	K13435
TraesCS4D02G202600	K00558
TraesCS4D02G203100	K02874
TraesCS4D02G203400	K08678
TraesCS4D02G203900	K05658
TraesCS4D02G204000	K02717
TraesCS4D02G204100	K13125
TraesCS4D02G204200	K10398
TraesCS4D02G204800	K00620
TraesCS4D02G205000	K11251
TraesCS4D02G205100	K11251
TraesCS4D02G205300	K11252
TraesCS4D02G205400	K02109
TraesCS4D02G205700	K13126
TraesCS4D02G205800	K12492
TraesCS4D02G205900	K12881
TraesCS4D02G206000	K01710;K12450;K12451
TraesCS4D02G206100	K08678
TraesCS4D02G206300	K03809
TraesCS4D02G206600	K03283
TraesCS4D02G206800	K02956
TraesCS4D02G206900	K17255
TraesCS4D02G207000	K20891
TraesCS4D02G207500	K03283
TraesCS4D02G207700	K27628;K27970
TraesCS4D02G207800	K13223
TraesCS4D02G207900	K01695;K13222
TraesCS4D02G208800	K07025
TraesCS4D02G208900	K05909
TraesCS4D02G209100	K00555
TraesCS4D02G209300	K16283
TraesCS4D02G209400	K22683
TraesCS4D02G209500	K11982
TraesCS4D02G209700	K09562
TraesCS4D02G210400	K13171
TraesCS4D02G210500	K06934
TraesCS4D02G210700	K08081
TraesCS4D02G210800	K08081
TraesCS4D02G210900	K14497
TraesCS4D02G211100	K00966
TraesCS4D02G211200	K09480
TraesCS4D02G211500	K06269
TraesCS4D02G211700	K14684
TraesCS4D02G212000	K03841
TraesCS4D02G212200	K13993
TraesCS4D02G212300	K13993
TraesCS4D02G212400	K13993
TraesCS4D02G212500	K13993
TraesCS4D02G213100	K13993
TraesCS4D02G213300	K13993
TraesCS4D02G213500	K01689
TraesCS4D02G213600	K28541
TraesCS4D02G214100	K12897
TraesCS4D02G214200	K13463
TraesCS4D02G214300	K02926
TraesCS4D02G214400	K13354
TraesCS4D02G214600	K15235
TraesCS4D02G214700	K06119
TraesCS4D02G214800	K11269
TraesCS4D02G215100	K01657
TraesCS4D02G215400	K28195
TraesCS4D02G215600	K19042
TraesCS4D02G215800	K21407
TraesCS4D02G216000	K12826
TraesCS4D02G216100	K15102
TraesCS4D02G216200	K27745
TraesCS4D02G216300	K09286
TraesCS4D02G216400	K20131
TraesCS4D02G216800	K03259
TraesCS4D02G216900	K26118
TraesCS4D02G217000	K13414
TraesCS4D02G217100	K14294
TraesCS4D02G217200	K00889
TraesCS4D02G217300	K20221
TraesCS4D02G217500	K09528
TraesCS4D02G217600	K01047
TraesCS4D02G218200	K28416
TraesCS4D02G218300	K02927
TraesCS4D02G218400	K02927
TraesCS4D02G218700	K13081
TraesCS4D02G218800	K07126;K14026
TraesCS4D02G219300	K18171
TraesCS4D02G219700	K20628
TraesCS4D02G219900	K22069
TraesCS4D02G220200	K01663;K02501
TraesCS4D02G220500	K01610
TraesCS4D02G221000	K27504
TraesCS4D02G221100	K01736
TraesCS4D02G221500	K03834
TraesCS4D02G221600	K13459
TraesCS4D02G221800	K17796
TraesCS4D02G222000	K13127
TraesCS4D02G222100	K13101
TraesCS4D02G222300	K00938
TraesCS4D02G222600	K00654
TraesCS4D02G222800	K03138
TraesCS4D02G223100	K28063
TraesCS4D02G223300	K02154
TraesCS4D02G223400	K08066
TraesCS4D02G223500	K22520
TraesCS4D02G224000	K08679
TraesCS4D02G224100	K05019
TraesCS4D02G224200	K15033
TraesCS4D02G224500	K09422
TraesCS4D02G224600	K28363
TraesCS4D02G224800	K17907
TraesCS4D02G225200	K21994
TraesCS4D02G225300	K18442
TraesCS4D02G225600	K11254
TraesCS4D02G225800	K00799
TraesCS4D02G225900	K25006
TraesCS4D02G226000	K13993
TraesCS4D02G226100	K15397
TraesCS4D02G226800	K00215
TraesCS4D02G227200	K13946
TraesCS4D02G227600	K18826
TraesCS4D02G227700	K01181
TraesCS4D02G227900	K03029
TraesCS4D02G228100	K05765
TraesCS4D02G228600	K07933
TraesCS4D02G228700	K06662
TraesCS4D02G228900	K19366
TraesCS4D02G229000	K23541
TraesCS4D02G229300	K12845
TraesCS4D02G229900	K27970
TraesCS4D02G230200	K09060
TraesCS4D02G230600	K08235
TraesCS4D02G231400	K14379
TraesCS4D02G231800	K16732
TraesCS4D02G232000	K25871
TraesCS4D02G232200	K22374
TraesCS4D02G232300	K17087
TraesCS4D02G232400	K03353
TraesCS4D02G232700	K01580
TraesCS4D02G232900	K14638
TraesCS4D02G233000	K14638
TraesCS4D02G233100	K14638
TraesCS4D02G233200	K11699
TraesCS4D02G233300	K14638
TraesCS4D02G233400	K14638
TraesCS4D02G233500	K23541
TraesCS4D02G233600	K23338
TraesCS4D02G233900	K00430
TraesCS4D02G234000	K00430
TraesCS4D02G234200	K00430
TraesCS4D02G234300	K02927
TraesCS4D02G234700	K00558
TraesCS4D02G234800	K17267
TraesCS4D02G235200	K09587
TraesCS4D02G235600	K12399
TraesCS4D02G236000	K03327
TraesCS4D02G236500	K00913
TraesCS4D02G236600	K09338
TraesCS4D02G236800	K00826
TraesCS4D02G236900	K00511
TraesCS4D02G237200	K10293
TraesCS4D02G237300	K09285
TraesCS4D02G237400	K27627
TraesCS4D02G237500	K03978
TraesCS4D02G237600	K27970
TraesCS4D02G237800	K07297
TraesCS4D02G238100	K20858
TraesCS4D02G238400	K11968
TraesCS4D02G238700	K01723
TraesCS4D02G238800	K01723
TraesCS4D02G239000	K14300
TraesCS4D02G239100	K13354
TraesCS4D02G239400	K20604
TraesCS4D02G239500	K17497
TraesCS4D02G239600	K09419
TraesCS4D02G239700	K16055
TraesCS4D02G239900	K14491
TraesCS4D02G240000	K02535
TraesCS4D02G240200	K14312
TraesCS4D02G240600	K15305
TraesCS4D02G240700	K01915
TraesCS4D02G241000	K02950
TraesCS4D02G241100	K28077
TraesCS4D02G241300	K03686
TraesCS4D02G241400	K12735
TraesCS4D02G241500	K17991
TraesCS4D02G241600	K16865
TraesCS4D02G241900	K19891
TraesCS4D02G242100	K00547
TraesCS4D02G242200	K15397
TraesCS4D02G242400	K02876
TraesCS4D02G242600	K12373
TraesCS4D02G242700	K07374
TraesCS4D02G242800	K04565
TraesCS4D02G243100	K24193
TraesCS4D02G243600	K01184
TraesCS4D02G243700	K09264
TraesCS4D02G243900	K01874
TraesCS4D02G244000	K27854
TraesCS4D02G244100	K23952
TraesCS4D02G244200	K12606
TraesCS4D02G244300	K01738
TraesCS4D02G244600	K17710
TraesCS4D02G245000	K26938
TraesCS4D02G245200	K09264
TraesCS4D02G245300	K25796
TraesCS4D02G245400	K26221
TraesCS4D02G245500	K02180
TraesCS4D02G245700	K20628
TraesCS4D02G245800	K20628
TraesCS4D02G245900	K20628
TraesCS4D02G246000	K09480
TraesCS4D02G246300	K07466
TraesCS4D02G246600	K22390
TraesCS4D02G246700	K25780
TraesCS4D02G246800	K11253
TraesCS4D02G247100	K18663
TraesCS4D02G247900	K10956
TraesCS4D02G248000	K01188;K05350
TraesCS4D02G248100	K17732
TraesCS4D02G248500	K20293
TraesCS4D02G248600	K13354
TraesCS4D02G249100	K18211
TraesCS4D02G249700	K20867
TraesCS4D02G250100	K09494
TraesCS4D02G250200	K22522
TraesCS4D02G250300	K22522
TraesCS4D02G250400	K07964
TraesCS4D02G252100	K05349;K15920
TraesCS4D02G252700	K01874
TraesCS4D02G252800	K20027
TraesCS4D02G252900	K26683
TraesCS4D02G253000	K27868
TraesCS4D02G253100	K00966
TraesCS4D02G253400	K15923
TraesCS4D02G253500	K15923
TraesCS4D02G253900	K06627
TraesCS4D02G254100	K21398
TraesCS4D02G254200	K14961
TraesCS4D02G254500	K01102
TraesCS4D02G254600	K03097
TraesCS4D02G254700	K17424
TraesCS4D02G256000	K17783
TraesCS4D02G256200	K25918
TraesCS4D02G256900	K10846
TraesCS4D02G257600	K18667
TraesCS4D02G257700	K28090
TraesCS4D02G257800	K18811
TraesCS4D02G257900	K01537
TraesCS4D02G258000	K19707
TraesCS4D02G258100	K14862
TraesCS4D02G258800	K06941
TraesCS4D02G258900	K15040
TraesCS4D02G259000	K00860
TraesCS4D02G259100	K01181
TraesCS4D02G259200	K11376
TraesCS4D02G259300	K07566
TraesCS4D02G259500	K01181
TraesCS4D02G259600	K17710
TraesCS4D02G259800	K10598
TraesCS4D02G260100	K07955
TraesCS4D02G260200	K14998
TraesCS4D02G260300	K21843
TraesCS4D02G260400	K02984
TraesCS4D02G260600	K07297
TraesCS4D02G261400	K01875
TraesCS4D02G261500	K22763
TraesCS4D02G261600	K09338
TraesCS4D02G261700	K01246
TraesCS4D02G261800	K24174
TraesCS4D02G262500	K25869;K25870
TraesCS4D02G262700	K12178
TraesCS4D02G263200	K03124
TraesCS4D02G263300	K02946
TraesCS4D02G263400	K06889
TraesCS4D02G263500	K00640
TraesCS4D02G263600	K27314
TraesCS4D02G264000	K17470
TraesCS4D02G264100	K17470
TraesCS4D02G264200	K17469
TraesCS4D02G264300	K14521
TraesCS4D02G264400	K09140
TraesCS4D02G264500	K10206
TraesCS4D02G264700	K16297
TraesCS4D02G264800	K02834
TraesCS4D02G265300	K17790
TraesCS4D02G265400	K25762
TraesCS4D02G265700	K03033
TraesCS4D02G265800	K13366
TraesCS4D02G266400	K27748
TraesCS4D02G266600	K11858
TraesCS4D02G266700	K01858
TraesCS4D02G267000	K17508
TraesCS4D02G267100	K11353
TraesCS4D02G267400	K07053
TraesCS4D02G267500	K09286
TraesCS4D02G267600	K13525
TraesCS4D02G267800	K13525
TraesCS4D02G267900	K07887
TraesCS4D02G268100	K04683
TraesCS4D02G268200	K00430
TraesCS4D02G268400	K01904
TraesCS4D02G269200	K13091
TraesCS4D02G270100	K20628
TraesCS4D02G270200	K20628
TraesCS4D02G270400	K20628
TraesCS4D02G270500	K20628
TraesCS4D02G270600	K18757
TraesCS4D02G271300	K04125
TraesCS4D02G271500	K05681
TraesCS4D02G271600	K21919
TraesCS4D02G271700	K20628
TraesCS4D02G271800	K20628
TraesCS4D02G271900	K20628
TraesCS4D02G272400	K12591
TraesCS4D02G272500	K00831
TraesCS4D02G272900	K18655
TraesCS4D02G273200	K20102
TraesCS4D02G273400	K15397
TraesCS4D02G274000	K11253
TraesCS4D02G274400	K04424
TraesCS4D02G275100	K18422
TraesCS4D02G275300	K17471
TraesCS4D02G275500	K13422
TraesCS4D02G276100	K09264
TraesCS4D02G276200	K01051
TraesCS4D02G276400	K08967
TraesCS4D02G276500	K08967;K09419
TraesCS4D02G276600	K11816
TraesCS4D02G276700	K16085
TraesCS4D02G277100	K14709
TraesCS4D02G277300	K15397
TraesCS4D02G277400	K00383
TraesCS4D02G277500	K19985
TraesCS4D02G278100	K15031
TraesCS4D02G278500	K24405
TraesCS4D02G278700	K17098
TraesCS4D02G278800	K17969
TraesCS4D02G279000	K17710
TraesCS4D02G279200	K10875
TraesCS4D02G279500	K14490
TraesCS4D02G279600	K02128
TraesCS4D02G280300	K08515
TraesCS4D02G280500	K14525
TraesCS4D02G280700	K00472
TraesCS4D02G280800	K13508
TraesCS4D02G281700	K00276
TraesCS4D02G282000	K13356
TraesCS4D02G282100	K04382
TraesCS4D02G282300	K26437
TraesCS4D02G283400	K20495
TraesCS4D02G283600	K25841
TraesCS4D02G283700	K02911
TraesCS4D02G283800	K01783
TraesCS4D02G284400	K01176
TraesCS4D02G284600	K15015
TraesCS4D02G284800	K23280
TraesCS4D02G285000	K02881
TraesCS4D02G285400	K00006;K00057
TraesCS4D02G286000	K11646
TraesCS4D02G286300	K17479
TraesCS4D02G286400	K09338
TraesCS4D02G286500	K15378
TraesCS4D02G286600	K28364
TraesCS4D02G286800	K28364
TraesCS4D02G286900	K00827
TraesCS4D02G287000	K14297
TraesCS4D02G287400	K08272
TraesCS4D02G288300	K07432
TraesCS4D02G288400	K13173
TraesCS4D02G288600	K13201;K25102
TraesCS4D02G288800	K18167
TraesCS4D02G289200	K09286
TraesCS4D02G289300	K01939
TraesCS4D02G289400	K21027
TraesCS4D02G289600	K08064
TraesCS4D02G289700	K10581
TraesCS4D02G289800	K08681
TraesCS4D02G289900	K12165
TraesCS4D02G290100	K15121
TraesCS4D02G290700	K02882
TraesCS4D02G290800	K13566
TraesCS4D02G291300	K09285
TraesCS4D02G291800	K03137
TraesCS4D02G291900	K09646
TraesCS4D02G292000	K15688
TraesCS4D02G292400	K02221
TraesCS4D02G292900	K16609
TraesCS4D02G294100	K00454
TraesCS4D02G294300	K27803
TraesCS4D02G294600	K13754
TraesCS4D02G294900	K25870
TraesCS4D02G295400	K00799
